,Job Title,Min Salary Estimate,Max Salary Estimate,Rating,Company Name,City,State,HCity,HState,Size,Founded,Type of ownership,Industry,Sector,Revenue,Number of Competitors,Easy Apply
1195,Data Link Analyst,50000.0,93000,3.3,Future Technologies Inc.,Moorestown,NJ,Plainfield,NJ,1001-5000,-1,Private Company,Accounting,Accounting & Legal,5 to 10 million,,
1196,"Lead Analyst, Data Transfer, Integration & Quality, Wilmington, DE",50000.0,93000,3.2,BNY Mellon,Wilmington,DE,New York,NY,10000+,1784,Public Company,Investment Banking & Asset Management,Finance,10+ billion,3.0,
1197,Technical Business Analyst (Data Warehouse),50000.0,93000,3.9,"Zachary Piper Solutions, LLC",Horsham,PA,Mc Lean,VA,51-200,2011,Private Company,Enterprise Software & Network Solutions,Information Technology,10 to 25 million,,
1198,Certified Tumor Registrar/Data Analyst [CTR and experience required],50000.0,93000,4.0,Fox Chase Cancer Center,Philadelphia,PA,Philadelphia,PA,1001-5000,1974,Nonprofit Organization,Health Care Services & Hospitals,Health Care,100 to 500 million,3.0,
1199,Data Center Migration PMO Analyst/PMO Lead,50000.0,93000,4.1,Kforce,Wilmington,DE,Tampa,FL,10000+,1966,Public Company,Staffing & Outsourcing,Business Services,1 to 2 billion,,
1200,Data Center Migration PMO Analyst/PMO Lead,50000.0,93000,-1.0,Kforce Technology Staffing,Wilmington,DE,,,,-1,,,,,,
1201,Data Analyst / Tableau Developer,37000.0,68000,3.9,"Technocrafts, Inc.",San Antonio,TX,Chantilly,VA,1-50,-1,Private Company,Computer Hardware & Software,Information Technology,1 to 5 million,,
1202,Data Analyst,37000.0,68000,3.4,Ionidea,San Antonio,TX,Fairfax,VA,1001-5000,1991,Private Company,IT Services,Information Technology,,,
1203,Data Analyst,37000.0,68000,4.0,CYNET SYSTEMS,San Antonio,TX,Ashburn,VA,501-1000,2010,Private Company,IT Services,Information Technology,50 to 100 million,,
1204,Data Analyst,37000.0,68000,3.1,Integrated Resources,San Antonio,TX,Edison,NJ,201-500,1996,Private Company,Staffing & Outsourcing,Business Services,25 to 50 million,,
1205,Data Analyst I,37000.0,68000,3.0,Deacon Recruiting,San Antonio,TX,San Antonio,TX,1-50,-1,Private Company,Staffing & Outsourcing,Business Services,1 to 5 million,,
1206,Data Reporting Analyst,37000.0,68000,3.9,Indotronix International Corporation,San Antonio,TX,Rochester,NY,501-1000,1986,Private Company,IT Services,Information Technology,50 to 100 million,,
1207,Data Analyst,37000.0,68000,3.9,Diverse Lynx,San Antonio,TX,Princeton,NJ,501-1000,2002,Private Company,IT Services,Information Technology,100 to 500 million,,
1208,Data Analyst,37000.0,68000,3.7,Huntington Ingalls Industries,San Antonio,TX,Newport News,VA,10000+,2011,Public Company,Aerospace & Defense,Aerospace & Defense,5 to 10 billion,2.0,
1209,Marketing & Data Analyst,37000.0,68000,4.1,Principle Auto,San Antonio,TX,San Antonio,TX,501-1000,2014,Private Company,Vehicle Dealers,Retail,,,
1210,Data Analyst,37000.0,68000,3.4,C2 GPS- Alamo Workforce,San Antonio,TX,Austin,TX,501-1000,2010,Private Company,Consulting,Business Services,,,
1211,Data Reporting Analyst,37000.0,68000,3.4,Vantage Bank Texas,San Antonio,TX,San Antonio,TX,201-500,1985,Private Company,Banks & Credit Unions,Finance,1 to 2 billion,,
1212,"Data & Reporting Analyst, Distribution Planning & Operations",37000.0,68000,4.3,H E B,San Antonio,TX,San Antonio,TX,10000+,1905,Private Company,Grocery Stores & Supermarkets,Retail,10+ billion,,
1213,Data Analyst,37000.0,68000,2.5,Vinsari,San Antonio,TX,Irving,TX,51-200,-1,,,,,,
1214,Epidemiologist - Data Analyst,37000.0,68000,4.0,"CICONIX, LLC",San Antonio,TX,Annapolis,MD,1-50,-1,Private Company,Federal Agencies,Government,,,
1215,Contract Data Analyst,37000.0,68000,-1.0,"Amyx, Iinc.",San Antonio,TX,,,,-1,,,,,,
1216,Epidemiology Data Analyst,37000.0,68000,2.8,NJVC,San Antonio,TX,Chantilly,VA,1001-5000,2001,Private Company,IT Services,Information Technology,100 to 500 million,3.0,
1217,Data Business Solutions Analyst,37000.0,68000,3.7,Randstad,San Antonio,TX,Atlanta,GA,1001-5000,-1,Business,Staffing & Outsourcing,Business Services,,,
1218,Data Analyst,37000.0,68000,5.0,"Staffigo Technical Services, LLC",San Antonio,TX,Woodridge,IL,51-200,2008,Private Company,IT Services,Information Technology,50 to 100 million,,
1219,Risk Data Analyst,37000.0,68000,3.0,Deacon Recruiting,San Antonio,TX,San Antonio,TX,1-50,-1,Private Company,Staffing & Outsourcing,Business Services,1 to 5 million,,
1220,Contract Data Analyst,37000.0,68000,4.0,"Amyx, Inc.",San Antonio,TX,Reston,VA,501-1000,1999,Private Company,IT Services,Information Technology,50 to 100 million,,
1221,Senior Data Analyst,37000.0,68000,4.5,Scaleworks,San Antonio,TX,San Antonio,TX,1-50,2016,Private Company,Computer Hardware & Software,Information Technology,,,
1222,Senior Data Analyst,37000.0,68000,3.5,HCL Technologies Ltd.,San Antonio,TX,Noida,India,10000+,1991,Public Company,Computer Hardware & Software,Information Technology,5 to 10 billion,3.0,
1223,Data Analyst,37000.0,68000,3.3,CDO Technologies Inc,San Antonio,TX,Dayton,OH,201-500,1995,Private Company,Computer Hardware & Software,Information Technology,50 to 100 million,,
1224,"Epidemiology/Data Analyst, San Antonio, TX, US, ID",37000.0,68000,-1.0,Cherokee Federal,San Antonio,TX,Rusk,TX,1-50,-1,Nonprofit Organization,Banks & Credit Unions,Finance,,,
1225,Senior Data Analyst,37000.0,68000,4.1,Kforce,San Antonio,TX,Tampa,FL,10000+,1966,Public Company,Staffing & Outsourcing,Business Services,1 to 2 billion,,
1226,Senior Data Science Analyst,37000.0,68000,2.9,PETCO,San Antonio,TX,San Diego,CA,10000+,1965,Private Company,Pet & Pet Supplies Stores,Retail,2 to 5 billion,3.0,
1227,"Data Analyst ( SAS,SQL)",37000.0,68000,3.7,eTeam Inc.,San Antonio,TX,South Plainfield,NJ,51-200,1999,Private Company,Staffing & Outsourcing,Business Services,50 to 100 million,3.0,
1228,Data Analyst - Top Secret w/ SCI Eligibility,37000.0,68000,4.0,LMI,San Antonio,TX,Tysons,VA,1001-5000,1961,Nonprofit Organization,Consulting,Business Services,100 to 500 million,3.0,
1229,Epidemiology/Data Analyst,37000.0,68000,4.0,CAMRIS International,San Antonio,TX,Bethesda,MD,201-500,2003,Private Company,Federal Agencies,Government,50 to 100 million,,
1230,Epidemiology Data Analyst,37000.0,68000,3.5,General Dynamics Information Technology,Lackland AFB,TX,Fairfax,VA,10000+,1996,Business,IT Services,Information Technology,10+ billion,3.0,
1231,Senior Data Analyst,73000.0,89000,3.3,Convene Technologies,San Antonio,TX,Tampa,FL,51-200,2005,Private Company,IT Services,Information Technology,,,
1232,Data Security Analyst,73000.0,89000,-1.0,Cyber Warrior Network,San Antonio,TX,San Antonio,TX,1-50,2015,Private Company,IT Services,Information Technology,,,
1233,Data Security Analyst,73000.0,89000,2.6,nana,San Antonio,TX,Kotzebue,AK,1001-5000,1991,,Social Assistance,Non-Profit,2 to 5 billion,,
1234,Data Security Analyst,73000.0,89000,3.3,Akima Management Services,San Antonio,TX,Herndon,VA,5001-10000,2003,Private Company,Aerospace & Defense,Aerospace & Defense,1 to 2 billion,3.0,
1235,Data Analyst/Engineers,73000.0,89000,3.9,Diverse Lynx,San Antonio,TX,Princeton,NJ,501-1000,2002,Private Company,IT Services,Information Technology,100 to 500 million,,
1236,Senior Contract Data Analyst,73000.0,89000,-1.0,"Amyx, Iinc.",San Antonio,TX,,,,-1,,,,,,
1237,Epidemiology Data Analyst,73000.0,89000,3.8,Chenega Healthcare Services,San Antonio,TX,San Antonio,TX,501-1000,1974,Business,Staffing & Outsourcing,Business Services,,,
1238,IT Data Science Analyst,73000.0,89000,4.1,Kforce,San Antonio,TX,Tampa,FL,10000+,1966,Public Company,Staffing & Outsourcing,Business Services,1 to 2 billion,,
1239,"Configuration Data Analyst, (Secret Clearance Required) San Antonio, TX, US ID",73000.0,89000,3.2,"Cherokee Nation Businesses, LLC",San Antonio,TX,Catoosa,OK,1001-5000,-1,Private Company,Accounting,Accounting & Legal,500 million to 1 billion,,
1240,TECHNICAL DATA ANALYST,73000.0,89000,3.8,Spectrum Comm,Lackland AFB,TX,Newport News,VA,51-200,1999,Private Company,Aerospace & Defense,Aerospace & Defense,25 to 50 million,,True
1241,Senior Contract Data Analyst,73000.0,89000,4.0,"Amyx, Inc.",San Antonio,TX,Reston,VA,501-1000,1999,Private Company,IT Services,Information Technology,50 to 100 million,,
1242,"Configuration Data Analyst, (Secret Clearance Required) San An with Security Clearance",73000.0,89000,-1.0,Cherokee Federal,San Antonio,TX,Rusk,TX,1-50,-1,Nonprofit Organization,Banks & Credit Unions,Finance,,,
1243,Senior Risk Analyst-Data,73000.0,89000,3.9,Peyton Resource Group,San Antonio,TX,Irving,TX,1-50,2001,Private Company,Staffing & Outsourcing,Business Services,10 to 25 million,,
1244,Functional Analyst (CECL Data),73000.0,89000,4.4,Softcom Systems,San Antonio,TX,Princeton,NJ,1-50,-1,Private Company,IT Services,Information Technology,1 to 5 million,,
1245,Data Analyst with Security Clearance,73000.0,89000,3.3,CDO Technologies Inc,San Antonio,TX,Dayton,OH,201-500,1995,Private Company,Computer Hardware & Software,Information Technology,50 to 100 million,,
1246,"Configuration Data Analyst, San Antonio, TX, US ID#17897 with Security Clearance",73000.0,89000,-1.0,Cherokee Federal,Fort Sam Houston,TX,Rusk,TX,1-50,-1,Nonprofit Organization,Banks & Credit Unions,Finance,,,
1247,"(REMOTE) Sr. Risk Analyst (IT, IS and/or Data expertise)",73000.0,89000,3.1,Strategic Staffing Solutions,San Antonio,TX,Detroit,MI,1001-5000,1990,Contract,Staffing & Outsourcing,Business Services,100 to 500 million,,
1248,"Sr. Risk Analyst (IT, IS and/or Data expertise)",73000.0,89000,3.1,Strategic Staffing Solutions,San Antonio,TX,Detroit,MI,1001-5000,1990,Contract,Staffing & Outsourcing,Business Services,100 to 500 million,,
1249,Navy Maintenance Data Systems Analyst,76000.0,122000,3.6,CACI International,San Diego,CA,Arlington,VA,10000+,1962,Public Company,Aerospace & Defense,Aerospace & Defense,2 to 5 billion,3.0,
1250,Data Analyst,76000.0,122000,3.3,Midland Credit Management,San Diego,CA,San Diego,CA,1001-5000,1953,Business,Banks & Credit Unions,Finance,1 to 2 billion,1.0,
1251,Research Data Analyst,76000.0,122000,4.3,UC San Diego,San Diego,CA,La Jolla,CA,10000+,1960,Education,Colleges & Universities,Education,,,
1252,Data Analyst II,76000.0,122000,3.0,HealthStream,San Diego,CA,Nashville,TN,501-1000,1990,Public Company,Education Training Services,Education,100 to 500 million,2.0,
1253,Data Analyst,76000.0,122000,4.5,Conflux Systems Inc.,San Diego,CA,Alpharetta,GA,1-50,-1,Private Company,Accounting,Accounting & Legal,Less than 1 million,,
1254,Data Analyst,76000.0,122000,3.7,22nd Century Technologies,San Diego,CA,Somerset,NJ,1001-5000,1997,Private Company,IT Services,Information Technology,25 to 50 million,,True
1255,Division Data and Financial Analyst,76000.0,122000,4.2,University of California,San Diego,CA,Oakland,CA,10000+,1868,Education,Colleges & Universities,Education,5 to 10 billion,,
1256,Research Data Analyst,76000.0,122000,3.7,University of California - San Diego Medical Centers,San Diego,CA,San Diego,CA,10000+,1966,Hospital,Health Care Services & Hospitals,Health Care,,2.0,
1257,Data Analyst 3,76000.0,122000,4.0,"BD (Becton, Dickinson and Company)",San Diego,CA,,,,-1,Private Company,,,,,
1258,Data Analyst,76000.0,122000,3.4,Client Solution Architects,San Diego,CA,Mechanicsburg,PA,201-500,2003,Private Company,Aerospace & Defense,Aerospace & Defense,50 to 100 million,,
1259,Data Analyst,76000.0,122000,4.2,Cue,San Diego,CA,San Diego,CA,51-200,2010,Private Company,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,,,
1260,Junior Data Analyst,76000.0,122000,5.0,"Staffigo Technical Services, LLC",San Diego,CA,Woodridge,IL,51-200,2008,Private Company,IT Services,Information Technology,50 to 100 million,,
1261,Data Analyst,76000.0,122000,3.2,Encore Capital Group,San Diego,CA,San Diego,CA,5001-10000,1953,Public Company,Financial Analytics & Research,Finance,1 to 2 billion,2.0,
1262,Data Analyst - VerityStream,76000.0,122000,3.0,HealthStream,San Diego,CA,Nashville,TN,501-1000,1990,Public Company,Education Training Services,Education,100 to 500 million,2.0,
1263,Data Analyst,76000.0,122000,4.4,ProMedia,San Diego,CA,Miami,FL,1-50,2010,Private Company,Advertising & Marketing,Business Services,,,
1264,Senior Data Analyst,76000.0,122000,3.4,Axos Bank,San Diego,CA,San Diego,CA,1001-5000,2000,Public Company,Banks & Credit Unions,Finance,500 million to 1 billion,,
1265,Business Data Analyst (SQL / Tableau),76000.0,122000,4.8,Sayva Solutions,San Diego,CA,La Jolla,CA,51-200,2014,Private Company,Staffing & Outsourcing,Business Services,,,
1266,Data & Business Intelligence Analyst,76000.0,122000,5.0,The Rock Church,San Diego,CA,Fenton,MI,1-50,-1,Nonprofit Organization,,,,,
1267,Fleet Optimization Data Analyst (Solar + Storage),76000.0,122000,3.2,Stem,San Diego,CA,Millbrae,CA,51-200,2009,Private Company,Energy,"Oil, Gas, Energy & Utilities",25 to 50 million,,
1268,Data Analyst,76000.0,122000,3.8,Tandem Diabetes,San Diego,CA,San Diego,CA,1001-5000,2006,Public Company,Health Care Products Manufacturing,Manufacturing,50 to 100 million,,
1269,Data Steward/Configuration Analyst,76000.0,122000,3.9,Illumina,San Diego,CA,San Diego,CA,5001-10000,1998,Public Company,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,2 to 5 billion,2.0,
1270,Administrative Assistant / Data Analyst Supporting the DEA #20-318,76000.0,122000,2.8,Forfeiture Support Associates,San Diego,CA,Ashburn,VA,1001-5000,2004,Private Company,Staffing & Outsourcing,Business Services,50 to 100 million,,
1271,Data Manager - Bioinformatics Analyst (Naval Health Center),76000.0,122000,3.5,General Dynamics,San Diego,CA,Reston,VA,10000+,1952,Public Company,Aerospace & Defense,Aerospace & Defense,10+ billion,,
1272,Data Analyst,76000.0,122000,5.0,"Staffigo Technical Services, LLC",San Diego,CA,Woodridge,IL,51-200,2008,Private Company,IT Services,Information Technology,50 to 100 million,,
1273,Data Analyst III,76000.0,122000,3.5,Potomac Management,San Diego,CA,Hagerstown,MD,51-200,-1,Nonprofit Organization,,,,,
1274,Data Analyst,76000.0,122000,-1.0,Operation Samahan Health Clinic,National City,CA,,,,-1,,,,,,
1275,Data Privacy Analyst,76000.0,122000,3.5,"Dexcom, Inc.",San Diego,CA,San Diego,CA,1001-5000,1999,Public Company,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,1 to 2 billion,2.0,
1276,"Data Analyst 3 (San Diego or Atlanta, GA)",76000.0,122000,3.6,BD,San Diego,CA,Franklin Lakes,NJ,10000+,1897,Public Company,Health Care Products Manufacturing,Manufacturing,10+ billion,3.0,
1277,"Research Scientist, Structural Biologist - CryoEM Data Analyst",60000.0,124000,3.3,Vertex Pharmaceuticals,San Diego,CA,Boston,MA,1001-5000,1989,Public Company,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,2 to 5 billion,1.0,
1278,Systems Analyst - Data Integration and ETL process,60000.0,124000,3.4,Kelly,San Diego,CA,Troy,MI,5001-10000,1946,Public Company,Staffing & Outsourcing,Business Services,5 to 10 billion,3.0,
1279,Senior Consulting Data Analyst,60000.0,124000,4.0,Kaiser Permanente,San Diego,CA,Oakland,CA,10000+,1945,Nonprofit Organization,Health Care Services & Hospitals,Health Care,10+ billion,3.0,
1280,Senior Data Analyst,60000.0,124000,3.9,Illumina,San Diego,CA,San Diego,CA,5001-10000,1998,Public Company,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,2 to 5 billion,2.0,
1281,#105009 Research Data Analyst,60000.0,124000,4.3,UC San Diego,San Diego,CA,La Jolla,CA,10000+,1960,Education,Colleges & Universities,Education,,,
1282,Automotive eCommerce Data Analyst - Remote,60000.0,124000,4.2,Web Shop Manager,San Diego,CA,San Diego,CA,1-50,2000,Private Company,Computer Hardware & Software,Information Technology,1 to 5 million,,
1283,Sr. Data Analyst,60000.0,124000,4.6,Housecall Pro,San Diego,CA,San Diego,CA,51-200,2013,Private Company,Computer Hardware & Software,Information Technology,,,
1284,Senior Technical Data Analyst,60000.0,124000,4.4,Intuit,San Diego,CA,Mountain View,CA,5001-10000,1983,Public Company,Computer Hardware & Software,Information Technology,2 to 5 billion,3.0,
1285,Data Governance Analyst,60000.0,124000,-1.0,The RiverStone Group,San Diego,CA,Towanda,PA,1-50,-1,,,,,,
1286,Division Data and Financial Analyst,60000.0,124000,3.7,University of California - San Diego Medical Centers,San Diego,CA,San Diego,CA,10000+,1966,Hospital,Health Care Services & Hospitals,Health Care,,2.0,
1287,Data Analyst III (Healthcare Analytics),60000.0,124000,2.3,Interpreta,San Diego,CA,San Diego,CA,1-50,-1,Private Company,,,10 to 25 million,,
1288,Senior Business Data Analyst,60000.0,124000,4.4,Intuit,San Diego,CA,Mountain View,CA,5001-10000,1983,Public Company,Computer Hardware & Software,Information Technology,2 to 5 billion,3.0,
1289,Data Analyst III (Healthcare Analytics),60000.0,124000,3.3,Centene Corporation,San Diego,CA,Saint Louis,MO,10000+,1984,Public Company,Insurance Carriers,Insurance,10+ billion,,
1290,Data Analyst - VerityStream,60000.0,124000,4.1,"Verity, A HealthStream Company",San Diego,CA,Boulder,CO,201-500,1985,Business,Computer Hardware & Software,Information Technology,,,
1291,Automotive eCommerce Data Analyst,60000.0,124000,4.2,Web Shop Manager,San Diego,CA,San Diego,CA,1-50,2000,Private Company,Computer Hardware & Software,Information Technology,1 to 5 million,,
1292,Data Analyst IV,60000.0,124000,3.5,Potomac Management,San Diego,CA,Hagerstown,MD,51-200,-1,Nonprofit Organization,,,,,
1293,Division Data and Financial Analyst,60000.0,124000,4.3,UC San Diego,San Diego,CA,La Jolla,CA,10000+,1960,Education,Colleges & Universities,Education,,,
1294,Data Analyst Junior,60000.0,124000,5.0,"Staffigo Technical Services, LLC",San Diego,CA,Woodridge,IL,51-200,2008,Private Company,IT Services,Information Technology,50 to 100 million,,
1295,SWRMC Assessments Junior Data Analyst,60000.0,124000,3.2,Amentum,San Diego,CA,Germantown,MD,10000+,-1,Public Company,,,,,
1296,Business Data Analyst III,60000.0,124000,3.5,Russell Tobin & Associates,San Diego,CA,New York,NY,51-200,2010,Business,Staffing & Outsourcing,Business Services,10 to 25 million,,
1297,C4I Data Analyst/Engineer,60000.0,124000,3.3,Perspecta,San Diego,CA,Chantilly,VA,10000+,2018,Public Company,Aerospace & Defense,Aerospace & Defense,,,
1298,Molecular Researcher and Data Analyst,60000.0,124000,4.3,UC San Diego,San Diego,CA,La Jolla,CA,10000+,1960,Education,Colleges & Universities,Education,,,
1299,Health Data Analyst IV,60000.0,124000,2.5,MedImpact,San Diego,CA,San Diego,CA,1001-5000,1989,Private Company,Wholesale,Business Services,10 to 25 million,,
1300,Information Security and Data Privacy Analyst,60000.0,124000,-1.0,Gossamer Bio,San Diego,CA,San Diego,CA,51-200,-1,Public Company,,,,,
1301,IT DATA ANALYST- Information Technology,60000.0,124000,3.3,Sycuan Casino,El Cajon,CA,El Cajon,CA,1001-5000,1983,Private Company,Gambling,"Arts, Entertainment & Recreation",100 to 500 million,3.0,
1302,"7232 Data Engineer (Analyst/Programmer - Career), Information Technology DevOps",60000.0,124000,4.1,California State University,San Diego,CA,Long Beach,CA,10000+,1962,Education,Colleges & Universities,Education,2 to 5 billion,,
1303,Systems Analyst - Data Integration,60000.0,124000,3.7,"Sunrise Systems, Inc.",San Diego,CA,Edison,NJ,501-1000,1990,Private Company,IT Services,Information Technology,25 to 50 million,,
1304,Molecular Researcher and Data Analyst,60000.0,124000,3.7,University of California - San Diego Medical Centers,San Diego,CA,San Diego,CA,10000+,1966,Hospital,Health Care Services & Hospitals,Health Care,,2.0,
1305,Data Analyst - EDSS,60000.0,124000,4.2,World Wide Technology,San Diego,CA,Maryland Heights,MO,5001-10000,1990,Private Company,Computer Hardware & Software,Information Technology,10+ billion,2.0,
1306,Sr. Data Governance Analyst,60000.0,124000,4.9,The Carrera Agency,San Diego,CA,Aliso Viejo,CA,51-200,2002,Private Company,Staffing & Outsourcing,Business Services,10 to 25 million,,
1307,Data Manager - Bioinformatics Analyst (Naval Health Center),60000.0,124000,3.5,General Dynamics Information Technology,San Diego,CA,Fairfax,VA,10000+,1996,Business,IT Services,Information Technology,10+ billion,3.0,
1308,#104252 Division Data and Financial Analyst,34000.0,61000,4.3,UC San Diego,San Diego,CA,La Jolla,CA,10000+,1960,Education,Colleges & Universities,Education,,,
1309,Systems Analyst - Data Integration and ETL process,34000.0,61000,3.4,Kelly IT,San Diego,CA,,,501-1000,-1,Private Company,Staffing & Outsourcing,Business Services,,,
1310,Senior Financial Data Analyst,34000.0,61000,3.5,Vervent,San Diego,CA,San Diego,CA,501-1000,1986,Private Company,Lending,Finance,,,True
1311,Sr. C4I Data Analyst/Engineer,34000.0,61000,3.3,Perspecta,San Diego,CA,Chantilly,VA,10000+,2018,Public Company,Aerospace & Defense,Aerospace & Defense,,,
1312,Senior Tactical Data Link Systems Analyst,34000.0,61000,3.7,SBG Techology Solutions,San Diego,CA,Stafford,VA,51-200,2004,Private Company,IT Services,Information Technology,10 to 25 million,,
1313,Data Analyst I,24000.0,48000,4.1,"Insight Enterprises, Inc.",Plano,TX,Tempe,AZ,5001-10000,1988,Public Company,Enterprise Software & Network Solutions,Information Technology,5 to 10 billion,3.0,
1314,Data Analyst II,24000.0,48000,4.1,"Insight Enterprises, Inc.",Plano,TX,Tempe,AZ,5001-10000,1988,Public Company,Enterprise Software & Network Solutions,Information Technology,5 to 10 billion,3.0,
1315,Data Conversion Analyst,24000.0,48000,4.3,Harris Computer,Allen,TX,Ottawa,Canada,5001-10000,1976,Business,Computer Hardware & Software,Information Technology,500 million to 1 billion,1.0,
1316,Data Analyst - Retail (Entry Level),24000.0,48000,3.3,Lidl,Arlington,TX,London,United Kingdom,10000+,1994,Private Company,Grocery Stores & Supermarkets,Retail,10+ billion,3.0,
1317,Data Analyst - Healthcare Fraud,24000.0,48000,3.1,Delmarva Foundation,Dallas,TX,Easton,MD,501-1000,1973,Nonprofit Organization,Consulting,Business Services,50 to 100 million,,
1318,Data Analyst Intern,24000.0,48000,4.9,"Pieces Technology, Inc.",Dallas,TX,Dallas,TX,51-200,2015,Private Company,Enterprise Software & Network Solutions,Information Technology,,,
1319,Data Analyst BHJOB11946_,24000.0,48000,3.3,Addison Group,Dallas,TX,Chicago,IL,501-1000,1999,Private Company,Staffing & Outsourcing,Business Services,,,
1320,SQL Data Analyst,24000.0,48000,3.9,Mondo,Dallas,TX,New York,NY,51-200,2000,Private Company,Staffing & Outsourcing,Business Services,100 to 500 million,2.0,
1321,Data Science - Analyst/Associate - Security Incident Response Team,24000.0,48000,4.0,Goldman Sachs,Dallas,TX,New York,NY,10000+,1869,Public Company,Investment Banking & Asset Management,Finance,10+ billion,3.0,
1322,Game Data Analyst,24000.0,48000,5.0,PeopleFun,Richardson,TX,Richardson,TX,1-50,-1,Private Company,Audiovisual,"Arts, Entertainment & Recreation",,,
1323,"Analyst, Data Intelligence",24000.0,48000,3.7,The Richards Group,Dallas,TX,Dallas,TX,501-1000,1957,Private Company,Advertising & Marketing,Business Services,100 to 500 million,,
1324,HR Data Analyst II,24000.0,48000,3.7,Federal Reserve Bank,Dallas,TX,New York,NY,1001-5000,1914,Private Company,Financial Analytics & Research,Finance,10+ billion,,
1325,Data Analyst,24000.0,48000,3.8,TekniSMart Solutions,Dallas,TX,Plano,TX,1-50,-1,Contract,,,,,
1326,Data Analyst,24000.0,48000,4.4,"InfoVision, Inc.",Dallas,TX,Richardson,TX,1001-5000,1995,Private Company,IT Services,Information Technology,100 to 500 million,,
1327,DATA ANALYST,24000.0,48000,3.1,Dallas County,Dallas,TX,Dallas,TX,201-500,-1,Government,Municipal Governments,Government,50 to 100 million,,
1328,Data Science – Analyst/Associate - Security Incident Response Team,24000.0,48000,4.0,Goldman Sachs,Dallas,TX,New York,NY,10000+,1869,Public Company,Investment Banking & Asset Management,Finance,10+ billion,3.0,
1329,IGNITE Graduate Development Program - Application Developer / Data Scientist / Business Analyst,24000.0,48000,3.4,Atos,Irving,TX,Bezons,France,10000+,1919,Public Company,IT Services,Information Technology,10+ billion,2.0,
1330,Data Analyst,24000.0,48000,-1.0,Yeti Technologies,Irving,TX,Irving,TX,1-50,-1,Public Company,IT Services,Information Technology,Less than 1 million,,
1331,Data Analyst (HR),24000.0,48000,3.3,Lidl,Arlington,TX,London,United Kingdom,10000+,1994,Private Company,Grocery Stores & Supermarkets,Retail,10+ billion,3.0,
1332,Data Analyst,24000.0,48000,4.1,Nokia,Dallas,TX,Nokia,Finland,10000+,1865,Public Company,Telecommunications Services,Telecommunications,10+ billion,3.0,
1333,"Data Analyst (SQL, Tableau)",24000.0,48000,3.5,"The Judge Group, Inc.",Richardson,TX,Wayne,PA,1001-5000,1970,Private Company,Staffing & Outsourcing,Business Services,100 to 500 million,2.0,
1334,DATA ANALYST TEAM — Data Analyst,24000.0,48000,3.3,Precision,Dallas,TX,Hastings,MN,1-50,-1,Private Company,,,Less than 1 million,,
1335,Data Analyst,24000.0,48000,3.4,"ZeniMax Media, Inc.",Dallas,TX,Rockville,MD,201-500,1999,Private Company,Video Games,Media,,,
1336,Data Analyst (Product Analytics),24000.0,48000,2.8,Match Group,Dallas,TX,Norwalk,CT,1001-5000,1998,Private Company,Advertising & Marketing,Business Services,100 to 500 million,,
1337,Data Analyst,24000.0,48000,2.9,Hilltop Holdings,Irving,TX,Dallas,TX,1001-5000,1998,Public Company,Banks & Credit Unions,Finance,1 to 2 billion,,
1338,Performance Improvement Data Analyst,24000.0,48000,4.0,Texas Scottish Rite Hospital for Children,Dallas,TX,Dallas,TX,1001-5000,1921,Nonprofit Organization,Health Care Services & Hospitals,Health Care,,,
1339,Junior Data Analyst,24000.0,48000,5.0,"Staffigo Technical Services, LLC",Dallas,TX,Woodridge,IL,51-200,2008,Private Company,IT Services,Information Technology,50 to 100 million,,
1340,Data Analyst,24000.0,48000,2.9,Human Coalition,Plano,TX,Frisco,TX,201-500,-1,Nonprofit Organization,,,,,
1341,DALLAS Campus Recruiting 2018 - I&D - Data Analyst,24000.0,48000,3.8,Capgemini,Dallas,TX,Paris,France,10000+,1967,Public Company,Enterprise Software & Network Solutions,Information Technology,10+ billion,3.0,
1342,Business Data Analyst,30000.0,53000,3.8,Diversant LLC,Dallas,TX,Red Bank,NJ,1001-5000,2005,Private Company,Staffing & Outsourcing,Business Services,100 to 500 million,3.0,
1343,"Analyst, Data & Design",30000.0,53000,3.3,Dallas ISD,Dallas,TX,Dallas,TX,10000+,1867,Education,Preschool & Child Care,Education,1 to 2 billion,,
1344,Data Analyst,30000.0,53000,-1.0,StaffingSoft Inc.,Irving,TX,,,,-1,,,,,,
1345,Data Quality Analyst,30000.0,53000,3.6,Signify Health,Dallas,TX,Dallas,TX,501-1000,2017,Private Company,Health Care Services & Hospitals,Health Care,,,True
1346,Data Analyst,30000.0,53000,4.1,Kforce,Dallas,TX,Tampa,FL,10000+,1966,Public Company,Staffing & Outsourcing,Business Services,1 to 2 billion,,
1347,Data Analyst,30000.0,53000,4.6,Financial Additions,Dallas,TX,Dallas,TX,1-50,1999,Private Company,Investment Banking & Asset Management,Finance,5 to 10 million,,
1348,"Analyst I, Data & Design",30000.0,53000,3.3,Dallas Independent School District,Dallas,TX,Dallas,TX,10000+,1867,Education,Preschool & Child Care,Education,1 to 2 billion,,
